Depth,Interval,Drilling_hour,Drilling_time,ROP,WOB,RPM_Total,TQ_Table,Si,Shale,Dolomite,Limestone
5353.6,42.6,16.9,5.7,2.51,51.58,267.922,6.48,67.46664448,24.73664901,0.153190442,7.643516072
5353.8,42.8,17,5.4,2.51,20.18,208.306,4.41,67.46664448,24.73664901,0.153190442,7.643516072
5354,43,17.1,5.1,2.51,49.58,267.922,6.53,65.48339653,25.7249789,0.201626349,8.589998216
5354.2,43.2,17.2,4.1,2.51,48.19,268.065,6.51,65.48339653,25.7249789,0.201626349,8.589998216
5354.4,43.4,17.3,5.3,2.51,51.82,267.922,6.47,65.48339653,25.7249789,0.201626349,8.589998216
5354.6,43.6,17.4,6.1,2.51,53.17,267.922,6.34,65.48339653,25.7249789,0.201626349,8.589998216
5354.8,43.8,17.5,7,2.5,52.09,267.922,6.44,65.48339653,25.7249789,0.201626349,8.589998216
5355,44,17.6,6.3,2.5,46.91,267.922,6.3,71.09663518,22.66312167,0.103620147,6.136623005
5355.2,44.2,17.7,4.8,2.5,49.95,268.065,6.21,71.09663518,22.66312167,0.103620147,6.136623005
5355.4,44.4,17.8,4.8,2.5,56.11,267.922,6.48,71.09663518,22.66312167,0.103620147,6.136623005
5355.6,44.6,17.8,5.6,2.5,58.83,267.922,6.52,71.09663518,22.66312167,0.103620147,6.136623005
5355.8,44.8,18,6.8,2.49,53.9,267.922,6.48,71.09663518,22.66312167,0.103620147,6.136623005
5356,45,18,5.2,2.49,49.12,267.922,6.53,73.15199206,20.9392757,0.053298864,5.855433379
5356.2,45.2,18.1,5.3,2.49,48.26,267.922,6.48,73.15199206,20.9392757,0.053298864,5.855433379
5356.4,45.4,18.2,3.2,2.5,51.46,267.922,6.69,73.15199206,20.9392757,0.053298864,5.855433379
5356.6,45.6,18.3,4,2.5,56.09,267.922,6.69,73.15199206,20.9392757,0.053298864,5.855433379
5356.8,45.8,18.3,5.6,2.5,57.43,267.922,6.39,73.15199206,20.9392757,0.053298864,5.855433379
5357,46,18.5,8.7,2.49,58.39,267.922,6.55,72.66876596,22.32442873,0.146156614,4.860648699
5357.2,46.2,18.6,4.2,2.49,52.78,267.922,6.59,72.66876596,22.32442873,0.146156614,4.860648699
5357.4,46.4,18.6,3.9,2.49,51.75,267.922,6.56,72.66876596,22.32442873,0.146156614,4.860648699
5357.6,46.6,18.7,3.3,2.49,55.65,268.065,6.55,72.66876596,22.32442873,0.146156614,4.860648699
5357.8,46.8,18.8,5.1,2.49,61.11,267.922,6.42,72.66876596,22.32442873,0.146156614,4.860648699
5358,47,18.9,5.9,2.49,62.11,267.922,6.56,70.7400143,24.42475959,0.095929443,4.73929667
5358.2,47.2,19,6.7,2.49,57.52,267.922,6.62,70.7400143,24.42475959,0.095929443,4.73929667
5358.4,47.4,19.1,5.4,2.49,55.16,267.922,6.42,70.7400143,24.42475959,0.095929443,4.73929667
5358.6,47.6,19.2,6.2,2.48,57.57,267.922,6.65,70.7400143,24.42475959,0.095929443,4.73929667
5358.8,47.8,19.3,7.8,2.48,16.96,234.898,5.36,70.7400143,24.42475959,0.095929443,4.73929667
5359,48,19.4,4.6,2.48,44.8,268.923,6.47,66.50089162,26.52819339,0.084922432,6.885992554
5359.2,48.2,19.5,8.6,2.47,50.55,268.923,6.42,66.50089162,26.52819339,0.084922432,6.885992554
5359.4,48.4,19.6,5.8,2.47,48.21,268.78,6.66,66.50089162,26.52819339,0.084922432,6.885992554
5359.6,48.6,19.7,5.2,2.47,49.38,268.923,6.64,66.50089162,26.52819339,0.084922432,6.885992554
5359.8,48.8,19.8,5.4,2.47,48.74,268.923,6.74,66.50089162,26.52819339,0.084922432,6.885992554
5360,49,19.9,6.6,2.46,49.5,268.78,6.49,66.75547058,21.83226118,0.023904534,11.38836371
5360.2,49.2,20,5.2,2.46,50.31,268.923,6.63,66.75547058,21.83226118,0.023904534,11.38836371
5360.4,49.4,20.1,7.8,2.46,49.7,268.78,6.43,66.75547058,21.83226118,0.023904534,11.38836371
5360.6,49.6,20.2,6.6,2.45,46.46,268.923,6.56,66.75547058,21.83226118,0.023904534,11.38836371
5360.8,49.8,20.3,4.6,2.45,46.85,268.923,6.69,66.75547058,21.83226118,0.023904534,11.38836371
5361,50,20.4,4.2,2.45,46.21,268.78,6.81,68.14063789,23.1385343,0.046347116,8.674480697
5361.2,50.2,20.5,4.7,2.45,45.37,268.78,6.64,68.14063789,23.1385343,0.046347116,8.674480697
5361.4,50.4,20.6,7.8,2.45,46.49,268.78,6.49,68.14063789,23.1385343,0.046347116,8.674480697
5361.6,50.6,20.7,5.1,2.45,44.01,268.78,6.55,68.14063789,23.1385343,0.046347116,8.674480697
5361.8,50.8,20.8,7.1,2.44,47.48,268.923,6.51,68.14063789,23.1385343,0.046347116,8.674480697
5362,51,20.9,4.2,2.45,44.47,268.78,6.59,68.98762737,23.82282015,0.199045249,6.990507234
5362.2,51.2,21,7,2.44,46.73,268.923,6.5,68.98762737,23.82282015,0.199045249,6.990507234
5362.4,51.4,21.1,5.2,2.44,46.2,268.78,6.6,68.98762737,23.82282015,0.199045249,6.990507234
5362.6,51.6,21.1,5.2,2.44,45.67,268.78,6.57,68.98762737,23.82282015,0.199045249,6.990507234
5362.8,51.8,21.3,8.1,2.43,46.39,268.78,6.39,68.98762737,23.82282015,0.199045249,6.990507234
5363,52,21.4,5.6,2.43,48.73,268.923,6.69,65.85847607,25.65354398,0.131303325,8.356676625
5363.2,52.2,21.5,7.2,2.43,45.21,268.923,6.52,65.85847607,25.65354398,0.131303325,8.356676625
5363.4,52.4,21.6,5.2,2.43,44.88,268.923,6.58,65.85847607,25.65354398,0.131303325,8.356676625
5363.6,52.6,21.7,5.1,2.43,48.62,268.78,6.58,65.85847607,25.65354398,0.131303325,8.356676625
5363.8,52.8,21.8,6.3,2.43,49.23,268.923,6.63,65.85847607,25.65354398,0.131303325,8.356676625
5364,53,21.9,5.7,2.42,46.91,267.78,6.79,71.99238488,23.68918926,0.063104736,4.255321124
5364.2,53.2,21.9,4.1,2.43,45.98,268.78,6.59,71.99238488,23.68918926,0.063104736,4.255321124
5364.4,53.4,22,5.1,2.43,47.81,268.78,6.69,71.99238488,23.68918926,0.063104736,4.255321124
5364.6,53.6,22.1,6.3,2.42,49.2,268.78,6.42,71.99238488,23.68918926,0.063104736,4.255321124
5364.8,53.8,22.2,5.6,2.42,44.74,268.78,6.73,71.99238488,23.68918926,0.063104736,4.255321124
5365,54,22.3,4.4,2.42,47.21,268.78,6.74,62.67324959,32.49442067,0.147302053,4.685027686
5365.2,54.2,22.3,2.4,2.43,6.27,27.736,0.68,62.67324959,32.49442067,0.147302053,4.685027686
5365.4,54.4,22.4,3.3,2.43,58.6,268.923,6.71,62.67324959,32.49442067,0.147302053,4.685027686
5365.6,54.6,22.5,5.3,2.43,61.3,268.923,6.57,62.67324959,32.49442067,0.147302053,4.685027686
5365.8,54.8,22.5,3.4,2.43,62.36,268.78,6.74,62.67324959,32.49442067,0.147302053,4.685027686
5366,55,22.6,4.7,2.43,53,268.78,8.43,64.79849047,27.37715614,0.16227484,7.662078547
5366.2,55.2,22.7,3.6,2.43,54.27,268.78,9,64.79849047,27.37715614,0.16227484,7.662078547
5366.4,55.4,22.7,3.9,2.44,56.14,268.923,8.99,64.79849047,27.37715614,0.16227484,7.662078547
5366.6,55.6,22.8,5.4,2.44,56.27,268.78,9.01,64.79849047,27.37715614,0.16227484,7.662078547
5366.8,55.8,22.9,4.5,2.44,56.48,268.78,9.07,64.79849047,27.37715614,0.16227484,7.662078547
5367,56,23,5.2,2.44,56.11,268.78,8.91,62.22052119,32.036627,0.073729195,5.669122617
5367.2,56.2,23,3.9,2.44,51.95,268.923,8.93,62.22052119,32.036627,0.073729195,5.669122617
5367.4,56.4,23.2,6.3,2.44,55.15,268.78,8.92,62.22052119,32.036627,0.073729195,5.669122617
5367.6,56.6,23.2,3.9,2.44,52.07,268.78,8.9,62.22052119,32.036627,0.073729195,5.669122617
5367.8,56.8,23.3,5.4,2.44,56.57,268.78,9.02,62.22052119,32.036627,0.073729195,5.669122617
5368,57,23.4,5.7,2.44,53.68,268.923,8.91,63.32119028,30.82290705,0.118302365,5.73760031
5368.2,57.2,23.5,5.9,2.43,52.18,268.78,8.92,63.32119028,30.82290705,0.118302365,5.73760031
5368.4,57.4,23.6,4.3,2.43,51.93,268.78,8.98,63.32119028,30.82290705,0.118302365,5.73760031
5368.6,57.6,23.7,5,2.43,50.01,268.78,8.9,63.32119028,30.82290705,0.118302365,5.73760031
5368.8,57.8,23.7,4.8,2.44,51.82,268.923,9.05,63.32119028,30.82290705,0.118302365,5.73760031
5369,58,23.8,5,2.43,50.83,268.78,8.83,69.6303208,26.09807779,0.178732126,4.092869285
5369.2,58.2,23.9,6.8,2.43,53.79,268.923,8.79,69.6303208,26.09807779,0.178732126,4.092869285
5369.4,58.4,24,4.9,2.43,52.9,268.78,8.94,69.6303208,26.09807779,0.178732126,4.092869285
5369.6,58.6,24.1,7.8,2.43,44.32,268.78,8.85,69.6303208,26.09807779,0.178732126,4.092869285
5369.8,58.8,24.2,1.8,2.43,44.07,267.923,9.1,69.6303208,26.09807779,0.178732126,4.092869285
5370,59,24.2,3.6,2.43,47.52,267.78,9.18,62.79394104,32.12778965,0.073195462,5.005073847
5370.2,59.2,24.3,3.4,2.44,46.66,267.78,9.19,62.79394104,32.12778965,0.073195462,5.005073847
5370.4,59.4,24.3,2.6,2.44,52.21,268.78,9.07,62.79394104,32.12778965,0.073195462,5.005073847
5370.6,59.6,24.4,6.3,2.44,36.38,246.195,7.49,62.79394104,32.12778965,0.073195462,5.005073847
5370.8,59.8,24.6,9.1,2.43,29.4,262.923,8.31,62.79394104,32.12778965,0.073195462,5.005073847
5371,60,24.6,2.8,2.44,34.41,262.78,8.62,70.96180567,22.04842087,0.225713719,6.764059739
5371.2,60.2,24.7,3.7,2.44,38.18,262.923,8.9,70.96180567,22.04842087,0.225713719,6.764059739
5371.4,60.4,24.8,4.6,2.44,40.49,262.923,8.9,70.96180567,22.04842087,0.225713719,6.764059739
5371.6,60.6,24.8,4.3,2.44,38.14,262.923,8.53,70.96180567,22.04842087,0.225713719,6.764059739
5371.8,60.8,24.9,4.3,2.44,40.03,262.78,8.85,70.96180567,22.04842087,0.225713719,6.764059739
5372,61,25,4.3,2.44,40.56,262.78,8.87,62.70940926,31.82864206,0.152547891,5.309400794
5372.2,61.2,25.1,5,2.44,40.62,262.923,8.59,62.70940926,31.82864206,0.152547891,5.309400794
5372.4,61.4,25.2,7.9,2.44,40.27,262.78,8.78,62.70940926,31.82864206,0.152547891,5.309400794
5372.6,61.6,25.3,4.2,2.44,31.13,262.78,8.45,62.70940926,31.82864206,0.152547891,5.309400794
5372.8,61.8,25.3,4.3,2.44,36.5,262.923,8.77,62.70940926,31.82864206,0.152547891,5.309400794
5373,62,25.4,5.4,2.44,35.59,262.923,8.52,67.98638491,26.25197438,0.252392075,5.509248632
5373.2,62.2,25.5,5.4,2.44,35.86,262.923,8.74,67.98638491,26.25197438,0.252392075,5.509248632
5373.4,62.4,25.6,3.5,2.44,32.22,262.78,8.72,67.98638491,26.25197438,0.252392075,5.509248632
5373.6,62.6,25.7,5.7,2.44,34.74,262.78,8.68,67.98638491,26.25197438,0.252392075,5.509248632
5373.8,62.8,25.7,3.6,2.44,36.85,262.923,8.5,67.98638491,26.25197438,0.252392075,5.509248632
5374,63,25.8,6.5,2.44,37.67,262.78,8.76,61.20021703,32.28449903,0.12695206,6.388331876
5374.2,63.2,25.9,4.9,2.44,37.63,262.78,8.76,61.20021703,32.28449903,0.12695206,6.388331876
5374.4,63.4,26,5.1,2.44,36.65,262.78,8.69,61.20021703,32.28449903,0.12695206,6.388331876
5374.6,63.6,26.1,5.7,2.44,37.22,262.78,8.49,61.20021703,32.28449903,0.12695206,6.388331876
5374.8,63.8,26.2,5.3,2.44,36.33,262.78,8.81,61.20021703,32.28449903,0.12695206,6.388331876
5375,64,26.3,6.2,2.43,37.79,262.78,8.65,64.03616489,28.7424738,0.069964745,7.151396572
5375.2,64.2,26.4,4.4,2.44,33.45,262.923,8.86,64.03616489,28.7424738,0.069964745,7.151396572
5375.4,64.4,26.4,4.4,2.44,34.12,262.78,8.9,64.03616489,28.7424738,0.069964745,7.151396572
5375.6,64.6,26.5,3.6,2.44,37.98,262.78,8.77,64.03616489,28.7424738,0.069964745,7.151396572
5375.8,64.8,26.6,5.4,2.44,40.62,262.78,8.61,64.03616489,28.7424738,0.069964745,7.151396572
5376,65,26.7,6,2.44,44.3,262.78,8.68,62.18740785,31.97633571,0.175401037,5.660855406
5376.2,65.2,26.8,7,2.43,44.34,262.923,8.66,62.18740785,31.97633571,0.175401037,5.660855406
5376.4,65.4,26.9,6.9,2.43,42,262.78,8.6,62.18740785,31.97633571,0.175401037,5.660855406
5376.6,65.6,27,4.6,2.43,41.93,262.78,8.63,62.18740785,31.97633571,0.175401037,5.660855406
5376.8,65.8,27.1,5,2.43,45.17,262.78,8.67,62.18740785,31.97633571,0.175401037,5.660855406
5377,66,27.2,6.9,2.43,42.25,262.78,8.85,66.02992394,27.03355875,0.055895378,6.880621925
5377.2,66.2,27.3,4.1,2.43,33.75,262.923,8.61,66.02992394,27.03355875,0.055895378,6.880621925
5377.4,66.4,27.4,5.9,2.43,40.32,262.78,8.59,66.02992394,27.03355875,0.055895378,6.880621925
5377.6,66.6,27.5,6.3,2.43,36.62,262.78,8.59,66.02992394,27.03355875,0.055895378,6.880621925
5377.8,66.8,27.6,5.9,2.42,33.82,262.78,8.68,66.02992394,27.03355875,0.055895378,6.880621925
5378,67,27.7,7.7,2.42,-0.69,189.298,4.99,64.18361498,30.772574,0.113531935,4.93027908
5378.2,67.2,27.7,5.2,2.43,-9.21,266.923,7.58,64.18361498,30.772574,0.113531935,4.93027908
5378.4,67.4,27.7,3.7,2.43,17.75,266.78,8.15,64.18361498,30.772574,0.113531935,4.93027908
5378.6,67.6,27.8,3.2,2.43,42.13,266.78,8.77,64.18361498,30.772574,0.113531935,4.93027908
5378.8,67.8,27.9,4,2.43,40.11,266.923,8.8,64.18361498,30.772574,0.113531935,4.93027908
5379,68,28,4.6,2.43,39.81,266.78,8.92,62.28814274,32.01242686,0.180199017,5.519231375
5379.2,68.2,28.1,4.8,2.43,41.84,266.78,9.05,62.28814274,32.01242686,0.180199017,5.519231375
5379.4,68.4,28.2,5.3,2.43,41.47,266.78,8.95,62.28814274,32.01242686,0.180199017,5.519231375
5379.6,68.6,28.3,5.5,2.43,41.08,266.78,8.83,62.28814274,32.01242686,0.180199017,5.519231375
5379.8,68.8,28.3,4.4,2.43,38.66,266.78,8.87,62.28814274,32.01242686,0.180199017,5.519231375
5380,69,28.5,7.6,2.42,41.74,266.78,8.86,68.86003641,25.43741874,0.233047419,5.469497431
5380.2,69.2,28.6,7.3,2.42,39.12,266.78,8.93,68.86003641,25.43741874,0.233047419,5.469497431
5380.4,69.4,28.7,3.9,2.42,39.73,266.78,8.93,68.86003641,25.43741874,0.233047419,5.469497431
5380.6,69.6,28.8,6.5,2.42,36.91,266.78,8.9,68.86003641,25.43741874,0.233047419,5.469497431
5380.8,69.8,28.8,4.9,2.42,41.44,266.78,9.01,68.86003641,25.43741874,0.233047419,5.469497431
5381,70,29,6.5,2.42,40.67,266.78,8.92,69.94099566,24.60845765,0.259148097,5.191398594
5381.2,70.2,29.1,6.3,2.42,41.3,266.78,8.97,69.94099566,24.60845765,0.259148097,5.191398594
5381.4,70.4,29.2,6.2,2.41,41.63,266.78,9.05,69.94099566,24.60845765,0.259148097,5.191398594
5381.6,70.6,29.3,6.8,2.41,42,266.78,9.1,69.94099566,24.60845765,0.259148097,5.191398594
5381.8,70.8,29.4,5.2,2.41,42.8,266.78,8.94,69.94099566,24.60845765,0.259148097,5.191398594
5382,71,29.5,6.6,2.41,45.51,266.78,9.06,71.3756908,23.02497574,0.272698109,5.326635352
5382.2,71.2,29.6,7.3,2.41,14.54,266.78,8.17,71.3756908,23.02497574,0.272698109,5.326635352
5382.4,71.4,29.7,3.9,2.41,39.03,266.78,9.1,71.3756908,23.02497574,0.272698109,5.326635352
5382.6,71.6,29.7,4.8,2.41,37.46,266.78,9.04,71.3756908,23.02497574,0.272698109,5.326635352
5382.8,71.8,29.8,5,2.41,40.83,266.78,9,71.3756908,23.02497574,0.272698109,5.326635352
5383,72,29.9,4.5,2.41,38.59,266.78,9.04,70.71173782,23.20343486,0.230408671,5.854418642
5383.2,72.2,30,6.1,2.41,42.05,266.78,9.04,70.71173782,23.20343486,0.230408671,5.854418642
5383.4,72.4,30.1,5.2,2.41,40.77,266.78,9.03,70.71173782,23.20343486,0.230408671,5.854418642
5383.6,72.6,30.2,5.6,2.41,40.64,266.78,9.03,70.71173782,23.20343486,0.230408671,5.854418642
5383.8,72.8,30.3,6,2.4,37.93,266.78,8.89,70.71173782,23.20343486,0.230408671,5.854418642
5384,73,30.4,5,2.4,39.68,266.78,9.1,63.94245242,30.7128532,0.226023362,5.118671019
5384.2,73.2,30.4,4.8,2.4,10.57,266.78,8.26,63.94245242,30.7128532,0.226023362,5.118671019
5384.4,73.4,30.5,4.5,2.41,34.97,268.923,8.77,63.94245242,30.7128532,0.226023362,5.118671019
5384.6,73.6,30.6,5.4,2.4,37.01,268.78,8.73,63.94245242,30.7128532,0.226023362,5.118671019
5384.8,73.8,30.7,5.8,2.4,38.9,268.78,8.96,63.94245242,30.7128532,0.226023362,5.118671019
5385,74,30.8,4.6,2.4,39.12,268.78,8.98,63.33546968,30.62845396,0.186827435,5.849248927
5385.2,74.2,30.9,6.1,2.4,40.96,268.78,8.82,63.33546968,30.62845396,0.186827435,5.849248927
5385.4,74.4,31,5.4,2.4,39.66,268.78,8.88,63.33546968,30.62845396,0.186827435,5.849248927
5385.6,74.6,31.1,5.3,2.4,42.3,268.78,9.01,63.33546968,30.62845396,0.186827435,5.849248927
5385.8,74.8,31.1,5,2.4,36.73,268.78,8.77,63.33546968,30.62845396,0.186827435,5.849248927
5386,75,31.3,7.9,2.4,45.77,268.78,8.81,64.1984121,29.24893891,0.035628165,6.517020827
5386.2,75.2,31.3,4.2,2.4,45.32,268.78,8.73,64.1984121,29.24893891,0.035628165,6.517020827
5386.4,75.4,31.5,8.6,2.39,48.64,268.78,8.7,64.1984121,29.24893891,0.035628165,6.517020827
5386.6,75.6,31.6,6.8,2.39,42.09,268.78,8.46,64.1984121,29.24893891,0.035628165,6.517020827
5386.8,75.8,31.7,4.7,2.39,46.7,268.78,8.58,64.1984121,29.24893891,0.035628165,6.517020827
5387,76,31.8,9.3,2.39,48.55,268.78,8.68,55.15194671,35.84108729,0.470360971,8.536605035
5387.2,76.2,31.9,5,2.39,42.84,268.78,8.68,55.15194671,35.84108729,0.470360971,8.536605035
5387.4,76.4,32,4,2.39,52.83,268.78,8.85,55.15194671,35.84108729,0.470360971,8.536605035
5387.6,76.6,32.1,6,2.39,53.22,268.78,8.84,55.15194671,35.84108729,0.470360971,8.536605035
5387.8,76.8,32.2,8,2.38,52.11,268.78,8.82,55.15194671,35.84108729,0.470360971,8.536605035
5388,77,32.3,6.2,2.38,45.7,268.78,8.64,55.8252309,35.9480701,0.377767183,7.848931822
5388.2,77.2,32.4,3.6,2.38,45.84,268.78,8.65,55.8252309,35.9480701,0.377767183,7.848931822
5388.4,77.4,32.5,8.1,2.38,48.26,268.78,8.61,55.8252309,35.9480701,0.377767183,7.848931822
5388.6,77.6,32.6,6.6,2.38,48.8,268.78,8.59,55.8252309,35.9480701,0.377767183,7.848931822
5388.8,77.8,32.7,5.5,2.38,56.41,268.78,8.67,55.8252309,35.9480701,0.377767183,7.848931822
5389,78,32.9,8.6,2.37,46.72,268.78,8.64,70.98753346,23.62918486,0.147061335,5.236220346
5389.2,78.2,32.9,1.9,2.38,51.94,268.78,8.77,70.98753346,23.62918486,0.147061335,5.236220346
5389.4,78.4,33.1,10.2,2.37,54.66,268.78,8.72,70.98753346,23.62918486,0.147061335,5.236220346
5389.6,78.6,33.2,7.6,2.37,51.23,268.78,8.73,70.98753346,23.62918486,0.147061335,5.236220346
5389.8,78.8,33.3,5.2,2.37,20.13,268.78,7.89,70.98753346,23.62918486,0.147061335,5.236220346
5390,79,33.3,4.1,2.37,44.46,268.78,8.73,71.11832555,23.29966783,0.109226794,5.472779831
5390.2,79.2,33.4,6.3,2.37,48.1,268.923,8.85,71.11832555,23.29966783,0.109226794,5.472779831
5390.4,79.4,33.5,3.7,2.37,40.72,268.78,9.04,71.11832555,23.29966783,0.109226794,5.472779831
5390.6,79.6,33.6,3.5,2.37,49.88,268.78,9.11,71.11832555,23.29966783,0.109226794,5.472779831
5390.8,79.8,33.6,5,2.37,47.6,268.78,8.88,71.11832555,23.29966783,0.109226794,5.472779831
5391,80,33.7,5.1,2.37,47.23,268.78,8.86,72.08604013,21.47598142,0.171610016,6.266368434
5391.2,80.2,33.8,4.6,2.37,49.89,268.78,8.96,72.08604013,21.47598142,0.171610016,6.266368434
5391.4,80.4,33.9,5.8,2.37,52.5,268.923,9.01,72.08604013,21.47598142,0.171610016,6.266368434
5391.6,80.6,34,5.9,2.37,48.18,268.78,8.95,72.08604013,21.47598142,0.171610016,6.266368434
5391.8,80.8,34.1,5.8,2.37,42.26,268.78,8.73,72.08604013,21.47598142,0.171610016,6.266368434
5392,81,34.2,3.1,2.37,47.65,268.923,8.91,75.39893076,19.99963726,0.05203846,4.549393517
5392.2,81.2,34.3,6,2.37,52.23,268.78,9.08,75.39893076,19.99963726,0.05203846,4.549393517
5392.4,81.4,34.3,1.7,2.37,57.12,268.78,9.03,75.39893076,19.99963726,0.05203846,4.549393517
5392.6,81.6,34.4,8.1,2.37,58.77,268.78,9.03,75.39893076,19.99963726,0.05203846,4.549393517
5392.8,81.8,34.5,5.7,2.37,52.58,268.78,9.09,75.39893076,19.99963726,0.05203846,4.549393517
5393,82,34.6,5,2.37,53.85,268.78,9.07,76.09655366,18.85710196,0.105358389,4.940985985
5393.2,82.2,34.7,6.7,2.37,54.05,268.78,8.69,76.09655366,18.85710196,0.105358389,4.940985985
5393.4,82.4,34.8,7.2,2.37,54.2,268.923,8.89,76.09655366,18.85710196,0.105358389,4.940985985
5393.6,82.6,35,8.3,2.36,53.58,268.78,8.77,76.09655366,18.85710196,0.105358389,4.940985985
5393.8,82.8,35.1,7.1,2.36,54.75,268.78,8.79,76.09655366,18.85710196,0.105358389,4.940985985
5394,83,35.2,7,2.36,53.55,268.78,8.77,68.50816859,25.52811324,0.108243045,5.85547513
5394.2,83.2,35.3,7.1,2.36,52.32,268.78,8.74,68.50816859,25.52811324,0.108243045,5.85547513
5394.4,83.4,35.4,6,2.36,54.63,268.78,8.95,68.50816859,25.52811324,0.108243045,5.85547513
5394.6,83.6,35.5,6.3,2.35,53.65,268.78,8.88,68.50816859,25.52811324,0.108243045,5.85547513
5394.8,83.8,35.6,5.5,2.35,50.22,268.78,8.9,68.50816859,25.52811324,0.108243045,5.85547513
5395,84,35.7,3.4,2.36,50.9,268.78,8.97,71.15500768,22.18652196,0.194983042,6.463487315
5395.2,84.2,35.8,5.4,2.35,59.37,268.78,9.05,71.15500768,22.18652196,0.194983042,6.463487315
5395.4,84.4,35.9,8.6,2.35,59.21,268.78,8.86,71.15500768,22.18652196,0.194983042,6.463487315
5395.6,84.6,36,4.9,2.35,56.54,268.78,8.83,71.15500768,22.18652196,0.194983042,6.463487315
5395.8,84.8,36.1,7,2.35,56.87,268.78,9.08,71.15500768,22.18652196,0.194983042,6.463487315
5396,85,36.2,4.9,2.35,50.99,268.78,9.03,64.29820589,29.60032923,0.158343906,5.943120974
5396.2,85.2,36.3,4.6,2.35,55.08,268.78,8.87,64.29820589,29.60032923,0.158343906,5.943120974
