Depth,Interval,Drilling_time,Drilling_hour,ROP,WOB,RPM_Table,RPM_Motor,RPM_Total,TQ_Table,PP,Density,CH%,C1,C2,C3
5311.2,0.2,0.1,6.2,1.96,9.93,8,37.323,45.323,0.63,2,1.39,0.019,0.0115,0.0015,0.006
5311.4,0.41,0.2,5.6,1.99,14.77,65,208.065,273.065,6.02,15,1.45,0.0299,0.0164,0.0016,0.0119
5311.6,0.6,0.3,5.8,1.99,12.46,65,208.065,273.065,5.98,15,1.45,0.0235,0.0138,0.0013,0.0084
5311.8,0.8,0.4,4.5,2.12,9.9,65,208.065,273.065,6.02,15,1.45,0.02,0.0124,0.001,0.0066
5312,1,0.4,4,2.26,13.81,62,208.065,270.065,6.08,15,1.45,0.0212,0.0135,0.0015,0.0062
5312.2,1.2,0.5,5,2.28,19.59,60,208.065,268.065,6.19,15,1.45,0.0211,0.0144,0.0013,0.0054
5312.4,1.4,0.6,5.2,2.29,19.63,60,208.065,268.065,6.19,15,1.45,0.0207,0.0138,0.0014,0.0055
5312.6,1.6,0.7,4.3,2.34,18.77,60,208.065,268.065,6.27,15,1.45,0.0195,0.0133,0.0013,0.0049
5312.8,1.8,0.8,4.6,2.37,19.96,60,208.065,268.065,6.35,15,1.44,0.0186,0.0129,0.0015,0.0042
5313,2,0.8,4.3,2.41,19.1,60,208.065,268.065,6.36,15,1.44,0.0194,0.0136,0.0014,0.0044
5313.2,2.2,0.9,3.6,2.47,20.72,60,208.208,268.208,6.4,15,1.44,0.0203,0.0142,0.0012,0.0049
5313.4,2.4,1,4,2.51,21.74,60,208.065,268.065,6.63,15,1.44,0.0203,0.0139,0.0013,0.0051
5313.6,2.6,1,4.1,2.53,19.29,60,208.065,268.065,6.46,15,1.44,0.0213,0.0144,0.0014,0.0055
5313.8,2.8,1.1,3.8,2.57,20.7,60,208.065,268.065,6.44,15,1.44,0.0152,0.0103,0.0015,0.0034
5314,3,1.1,3,2.63,19.26,60,208.208,268.208,6.48,15,1.44,0.0163,0.0112,0.0013,0.0038
5314.2,3.2,1.2,4,2.65,21.79,59,208.065,267.065,6.65,15,1.44,0.016,0.011,0.0013,0.0037
5314.4,3.4,1.3,3.8,2.68,19.37,60,208.065,268.065,6.53,15,1.44,0.0167,0.0114,0.0014,0.0039
5314.6,3.6,1.3,4.8,2.67,18.37,60,208.065,268.065,6.33,15,1.45,0.0177,0.0121,0.0012,0.0044
5314.8,3.8,1.4,4.4,2.67,17.85,60,208.065,268.065,6.26,15,1.45,0.0168,0.0115,0.0012,0.0041
5315,4,1.5,3.6,2.7,20.72,60,208.065,268.065,6.52,15,1.45,0.0163,0.0113,0.0011,0.0039
5315.2,4.2,1.5,3.2,2.73,19.16,57,208.065,265.065,6.33,15,1.44,0.0212,0.0142,0.0015,0.0055
5315.4,4.4,1.6,4.2,2.74,19.84,55,208.065,263.065,6.31,15,1.44,0.022,0.0144,0.0015,0.0061
5315.6,4.6,1.7,3,2.78,18.27,55,208.065,263.065,6.33,16,1.44,0.0225,0.0148,0.0015,0.0062
5315.8,4.8,1.7,3.4,2.8,20.4,55,208.065,263.065,6.24,16,1.44,0.0249,0.0159,0.0017,0.0073
5316,5,1.8,5.3,2.78,20.13,55,208.065,263.065,6.14,16,1.44,0.0277,0.0172,0.0018,0.0087
5316.2,5.2,1.9,5.4,2.75,30.94,48,132.418,180.418,5.04,14,1.43,0.0379,0.0225,0.0021,0.0133
5316.4,5.4,2,4,2.76,21.15,59,208.065,267.065,6.06,16,1.44,0.0157,0.0102,0.0016,0.0039
5316.6,5.6,2,1.6,2.82,18.02,60,208.065,268.065,5.99,16,1.44,0.0206,0.0129,0.0014,0.0063
5316.8,5.8,2.1,4.6,2.82,31.16,59,208.065,267.065,6.46,16,1.43,0.0235,0.0146,0.0016,0.0073
5317,6,2.1,4,2.82,28.32,59,208.065,267.065,6.25,16,1.43,0.0226,0.0144,0.0017,0.0065
5317.2,6.2,2.2,3.1,2.85,30.35,59,208.065,267.065,6.25,16,1.43,0.0144,0.0101,0.0014,0.0029
5317.4,6.4,2.2,3.5,2.86,34.07,59,208.065,267.065,6.39,16,1.43,0.0207,0.0135,0.0016,0.0056
5317.6,6.6,2.3,4.1,2.86,32.23,59,208.065,267.065,6.29,16,1.43,0.0167,0.0112,0.0012,0.0043
5317.8,6.8,2.4,4.3,2.86,35.27,59,208.065,267.065,6.43,16,1.43,0.0171,0.0115,0.0012,0.0044
5318,7,2.5,4.7,2.85,29.88,59,208.065,267.065,6.25,16,1.43,0.0206,0.0136,0.0015,0.0055
5318.2,7.2,2.5,3.2,2.87,27.37,60,208.065,268.065,6.14,16,1.42,0.0198,0.0132,0.0015,0.0051
5318.4,7.4,2.6,4.7,2.86,33.78,60,208.065,268.065,6.21,16,1.42,0.0174,0.012,0.0012,0.0042
5318.6,7.6,2.7,6.6,2.82,31.67,60,208.065,268.065,6.05,16,1.42,0.018,0.0122,0.0013,0.0045
5318.8,7.8,2.7,2.9,2.84,33.56,60,208.065,268.065,6.07,16,1.42,0.0164,0.0111,0.0015,0.0038
5319,8,2.8,4.5,2.84,35.75,59,208.065,267.065,6.38,16,1.43,0.0173,0.0117,0.0012,0.0044
5319.2,8.2,2.9,4.6,2.83,30.75,59,208.065,267.065,6.26,16,1.44,0.0176,0.0119,0.0012,0.0045
5319.4,8.4,2.9,3.2,2.85,32.09,59,208.065,267.065,6.29,16,1.44,0.0185,0.0125,0.0013,0.0047
5319.6,8.6,3,4,2.85,33.52,60,208.065,268.065,6.3,16,1.44,0.0201,0.0134,0.0014,0.0053
5319.8,8.8,3.1,3.2,2.87,35.86,59,208.065,267.065,6.31,16,1.44,0.021,0.0139,0.0014,0.0057
5320,9,3.2,5.1,2.86,36.41,59,208.065,267.065,6.36,16,1.43,0.0217,0.0143,0.0015,0.0059
5320.2,9.2,3.3,6.4,2.82,32.07,60,208.065,268.065,6.03,16,1.44,0.0221,0.0145,0.0015,0.0061
5320.4,9.4,3.4,7.5,2.78,14.37,35,151.58,186.58,3.52,11,1.43,0.0218,0.0141,0.0014,0.0063
5320.6,9.6,3.5,4.5,2.78,22.84,60,208.065,268.065,6.01,16,1.44,0.0209,0.0137,0.0013,0.0059
5320.8,9.8,3.5,4.6,2.77,30.56,59,208.065,267.065,6.26,16,1.44,0.0204,0.0134,0.0013,0.0057
5321,10,3.6,3.5,2.78,36.07,60,208.065,268.065,6.41,16,1.44,0.0206,0.0136,0.0013,0.0057
5321.2,10.2,3.7,4.8,2.78,35.63,60,208.065,268.065,6.71,16,1.44,0.0202,0.0134,0.0013,0.0055
5321.4,10.4,3.7,3.5,2.79,31.76,60,208.065,268.065,6.6,16,1.44,0.0299,0.0181,0.0021,0.0097
5321.6,10.6,3.8,3.8,2.79,36.34,60,208.065,268.065,6.56,16,1.44,0.0313,0.0182,0.0021,0.011
5321.8,10.8,3.9,4.3,2.79,35.24,60,208.065,268.065,6.42,16,1.44,0.0293,0.0173,0.0019,0.0101
5322,11,3.9,4.1,2.8,35.48,60,208.065,268.065,6.51,16,1.44,0.0202,0.0132,0.0014,0.0056
5322.2,11.2,4,4.8,2.79,33.37,60,208.065,268.065,6.51,16,1.44,0.0175,0.012,0.0012,0.0043
5322.4,11.4,4.1,4.3,2.79,35.95,60,207.922,267.922,6.67,16,1.44,0.0175,0.012,0.0012,0.0043
5322.6,11.6,4.1,2.7,2.81,33.97,60,208.065,268.065,6.61,16,1.44,0.016,0.0113,0.0011,0.0036
5322.8,11.8,4.2,5.5,2.8,36.09,60,208.065,268.065,6.48,16,1.44,0.018,0.0125,0.0013,0.0042
5323,12,4.3,4.3,2.8,36.28,60,208.065,268.065,6.54,16,1.44,0.0158,0.0114,0.001,0.0034
5323.2,12.2,4.4,4.8,2.79,36.41,60,208.065,268.065,6.57,16,1.44,0.0137,0.0102,0.0009,0.0026
5323.4,12.4,4.4,4,2.79,37.21,60,208.065,268.065,6.64,16,1.44,0.0139,0.0102,0.0011,0.0026
5323.6,12.6,4.5,4.5,2.79,35.88,60,208.065,268.065,6.57,16,1.44,0.0139,0.0101,0.0012,0.0026
5323.8,12.8,4.6,4.1,2.79,37.34,60,208.065,268.065,6.63,16,1.44,0.0141,0.0102,0.0013,0.0026
5324,13,4.6,2.9,2.81,34.05,60,208.065,268.065,6.51,16,1.44,0.0137,0.0101,0.0011,0.0025
5324.2,13.2,4.7,5.2,2.8,37.52,60,208.065,268.065,6.54,16,1.44,0.0137,0.0099,0.0012,0.0026
5324.4,13.4,4.8,4,2.8,36.86,60,208.065,268.065,6.54,16,1.44,0.0135,0.0099,0.001,0.0026
5324.6,13.6,4.9,4.3,2.8,35.88,60,208.065,268.065,6.5,16,1.44,0.0133,0.0099,0.0009,0.0025
5324.8,13.8,4.9,4.7,2.8,37.98,60,208.065,268.065,6.57,16,1.44,0.0135,0.0099,0.0012,0.0024
5325,14,5,3.9,2.8,35.44,60,208.065,268.065,6.65,16,1.44,0.0136,0.01,0.0011,0.0025
5325.2,14.2,5.1,3.4,2.81,36.05,60,208.065,268.065,6.59,16,1.44,0,0,0,0
5325.4,14.4,5.1,4.9,2.8,36.56,60,207.922,267.922,6.54,16,1.44,0,0,0,0
5325.6,14.6,5.2,6.7,2.78,22.36,60,208.065,268.065,5.71,15,1.44,0,0,0,0
5325.8,14.8,5.4,7.1,2.76,26.57,60,208.065,268.065,6.21,16,1.44,0,0,0,0
5326,15,5.5,7.5,2.73,27.19,60,208.065,268.065,6.01,16,1.44,0,0,0,0
5326.2,15.2,5.6,5.5,2.72,22.12,60,208.065,268.065,5.94,15,1.44,0,0,0,0
5326.4,15.4,5.6,3.6,2.73,27.18,60,208.065,268.065,6.16,16,1.44,0,0,0,0
5326.6,15.6,5.7,5.1,2.72,28.71,60,208.065,268.065,6.23,16,1.44,0,0,0,0
5326.8,15.8,5.8,6,2.71,30.27,60,208.065,268.065,6.14,16,1.44,0,0,0,0
5327,16,5.9,5.4,2.7,28.5,60,208.065,268.065,6.16,16,1.44,0,0,0,0
5327.2,16.2,6,5,2.7,30.08,60,208.065,268.065,6.24,16,1.44,0,0,0,0
5327.4,16.4,6.1,5.2,2.69,29.26,60,208.065,268.065,6.2,16,1.44,0,0,0,0
5327.6,16.6,6.2,6.5,2.68,28.84,60,208.065,268.065,6.09,16,1.44,0,0,0,0
5327.8,16.8,6.3,5.2,2.67,29.02,60,208.065,268.065,6.09,16,1.44,0,0,0,0
5328,17,6.4,5.9,2.66,29.4,60,208.065,268.065,6.25,16,1.44,0,0,0,0
5328.2,17.2,6.5,7.5,2.64,29.6,60,208.065,268.065,6.08,16,1.44,0.0185,0.0129,0.0013,0.0043
5328.4,17.4,6.6,5.8,2.64,29.42,60,208.065,268.065,6.07,16,1.44,0.0185,0.0129,0.0013,0.0043
5328.6,17.6,6.7,3.1,2.65,33.55,60,208.065,268.065,6.26,16,1.44,0.0182,0.0127,0.0012,0.0043
5328.8,17.8,6.7,5,2.64,36.14,60,208.065,268.065,6.35,16,1.44,0.0182,0.0127,0.0013,0.0042
5329,18,6.8,5.7,2.63,37.2,60,208.065,268.065,6.42,16,1.44,0.0183,0.0129,0.0013,0.0041
5329.2,18.2,6.9,4.7,2.63,37.19,60,208.065,268.065,6.38,16,1.44,0.0184,0.013,0.0013,0.0041
5329.4,18.4,7,4.6,2.63,36.78,60,208.065,268.065,6.45,16,1.44,0.0187,0.0132,0.0014,0.0041
5329.6,18.6,7.1,4.9,2.63,37.23,60,208.065,268.065,6.44,16,1.44,0.0185,0.0131,0.0014,0.004
5329.8,18.8,7.2,5.5,2.63,36.87,60,208.065,268.065,6.32,16,1.44,0.0192,0.0136,0.0015,0.0041
5330,19,7.2,4.5,2.63,36,60,208.065,268.065,6.33,16,1.44,0.0187,0.0132,0.0014,0.0041
5330.2,19.2,7.3,4,2.63,38.84,60,208.065,268.065,6.46,16,1.44,0.0187,0.0133,0.0014,0.004
5330.4,19.4,7.4,6.7,2.62,28.06,60,208.065,268.065,5.82,16,1.44,0.0191,0.0135,0.0015,0.0041
5330.6,19.6,7.5,5.6,2.61,36.16,59,208.065,267.065,6.09,16,1.44,0.019,0.0136,0.0016,0.0038
5330.8,19.8,7.6,2.8,2.62,40.96,60,208.065,268.065,6.43,16,1.44,0.0174,0.0126,0.0013,0.0035
5331,20,7.6,4.5,2.62,44.5,60,208.065,268.065,6.58,17,1.44,0.0174,0.0126,0.0013,0.0035
5331.2,20.2,7.7,5.5,2.62,48.34,60,207.922,267.922,6.53,17,1.44,0.0159,0.0118,0.0011,0.003
5331.4,20.4,7.8,7.1,2.6,45.38,60,208.065,268.065,6.51,16,1.44,0.0151,0.0114,0.0011,0.0026
5331.6,20.6,7.9,6,2.6,34.49,60,208.065,268.065,6.23,16,1.44,0.0139,0.0107,0.001,0.0022
5331.8,20.8,8,4,2.6,35.71,60,208.065,268.065,6.37,16,1.44,0.014,0.0106,0.001,0.0024
5332,21,8.1,3.8,2.6,39.83,60,208.065,268.065,6.45,16,1.44,0.0141,0.0107,0.001,0.0024
5332.2,21.2,8.1,4.7,2.6,38.14,60,208.065,268.065,6.69,16,1.44,0.0143,0.0109,0.001,0.0024
5332.4,21.4,8.2,2.9,2.61,35.48,60,208.065,268.065,6.61,16,1.44,0.0141,0.0107,0.001,0.0024
5332.6,21.6,8.2,3.3,2.62,37.52,60,208.065,268.065,6.57,16,1.44,0.0141,0.0107,0.001,0.0024
5332.8,21.8,8.3,4.4,2.62,40.57,60,208.065,268.065,6.51,16,1.44,0.0142,0.0108,0.001,0.0024
5333,22,8.4,5.3,2.62,39.07,60,208.065,268.065,6.27,16,1.44,0.0144,0.0109,0.001,0.0025
5333.2,22.2,8.5,3.7,2.62,41.41,60,208.065,268.065,6.37,16,1.44,0.0141,0.0107,0.001,0.0024
5333.4,22.4,8.6,5.7,2.62,42.54,60,208.065,268.065,6.58,16,1.44,0.014,0.0106,0.001,0.0024
5333.6,22.6,8.6,4.2,2.62,41,60,208.065,268.065,6.53,16,1.44,0.0151,0.0114,0.001,0.0027
5333.8,22.8,8.7,5,2.62,38.94,60,208.065,268.065,6.51,16,1.44,0.0148,0.0112,0.001,0.0026
5334,23,8.8,3.1,2.62,36.73,60,207.922,267.922,6.57,16,1.44,0.0149,0.0113,0.001,0.0026
5334.2,23.2,8.8,3.8,2.63,43.95,60,207.922,267.922,6.65,17,1.44,0.0147,0.0112,0.001,0.0025
5334.4,23.4,8.9,4.6,2.63,41.88,60,207.922,267.922,6.56,17,1.44,0.0152,0.0115,0.001,0.0027
5334.6,23.6,9,4.9,2.62,42.65,60,207.922,267.922,6.64,17,1.44,0.0151,0.0115,0.001,0.0026
5334.8,23.8,9,3.3,2.63,42.22,60,208.065,268.065,6.61,17,1.44,0.0154,0.0117,0.001,0.0027
5335,24,9.1,4.6,2.63,43.52,60,207.922,267.922,6.59,17,1.44,0.0148,0.0113,0.001,0.0025
5335.2,24.2,9.2,5.3,2.63,52.81,60,207.922,267.922,6.56,17,1.44,0.0149,0.0112,0.001,0.0027
5335.4,24.4,9.3,6.2,2.62,47.54,60,207.922,267.922,6.58,17,1.44,0.0146,0.011,0.0011,0.0025
5335.6,24.6,9.4,2.5,2.63,38.83,60,208.065,268.065,6.64,17,1.44,0.0134,0.0103,0.001,0.0021
5335.8,24.8,9.4,2.4,2.64,47.21,60,208.065,268.065,6.8,17,1.44,0.0104,0.0079,0.001,0.0015
5336,25,9.5,4.9,2.64,47.61,60,207.922,267.922,6.81,17,1.44,0.0132,0.0101,0.001,0.0021
5336.2,25.2,9.5,3.8,2.64,45.39,60,207.922,267.922,6.63,17,1.44,0.0143,0.0112,0.001,0.0021
5336.4,25.4,9.6,4.3,2.64,46.24,60,207.922,267.922,6.54,17,1.44,0.0138,0.0107,0.001,0.0021
5336.6,25.6,9.7,4.3,2.64,48.57,60,207.922,267.922,6.64,17,1.44,0.0137,0.0106,0.001,0.0021
5336.8,25.82,9.8,3.6,2.65,47.93,60,207.922,267.922,6.46,17,1.44,0.0134,0.0105,0.001,0.0019
5337,26,9.8,4.7,2.64,48.35,60,207.922,267.922,6.51,17,1.44,0.0132,0.0108,0.001,0.0014
5337.2,26.2,9.9,5.9,2.64,48.34,60,207.922,267.922,6.43,17,1.44,0.0132,0.0108,0.001,0.0014
5337.4,26.4,10,2.8,2.65,49.37,60,207.922,267.922,6.56,17,1.44,0.0132,0.0109,0.001,0.0013
5337.6,26.6,10,4.5,2.65,51.44,60,207.922,267.922,6.63,17,1.44,0.0128,0.0105,0.001,0.0013
5337.8,26.8,10.2,6.4,2.64,48.13,60,208.065,268.065,6.53,17,1.44,0.0129,0.0106,0.001,0.0013
5338,27,10.2,4,2.64,45.93,60,207.922,267.922,6.63,17,1.44,0.0126,0.0102,0.001,0.0014
5338.2,27.2,10.3,3.4,2.65,46.48,60,207.922,267.922,6.45,17,1.44,0.0128,0.0104,0.001,0.0014
5338.4,27.41,10.3,3.2,2.65,50.59,60,207.922,267.922,6.56,17,1.44,0.0127,0.0103,0.001,0.0014
5338.6,27.6,10.4,5.1,2.65,47.57,60,207.922,267.922,6.63,17,1.44,0.013,0.0106,0.001,0.0014
5338.8,27.8,10.5,4,2.65,46.1,60,207.922,267.922,6.68,17,1.44,0.0129,0.0102,0.001,0.0017
5339,28,10.5,3.6,2.65,49.44,60,208.065,268.065,6.68,17,1.44,0.0135,0.0109,0.001,0.0016
5339.2,28.2,10.6,4.1,2.66,52.54,60,208.065,268.065,6.61,17,1.44,0.0147,0.0115,0.001,0.0022
5339.4,28.4,10.7,6.6,2.65,48.98,60,208.065,268.065,6.68,17,1.44,0.0148,0.0115,0.0011,0.0022
5339.6,28.6,10.8,4.1,2.65,43.64,60,207.922,267.922,6.53,17,1.44,0.0143,0.0112,0.001,0.0021
5339.8,28.8,10.9,3.6,2.65,46,60,208.065,268.065,6.58,17,1.44,0.0149,0.0117,0.001,0.0022
5340,29,11,9,2.64,11.36,31,146.575,177.575,3.22,11,1.43,0.0174,0.0136,0.0013,0.0025
5340.2,29.2,11.1,5.9,2.63,32.08,60,208.065,268.065,6.38,17,1.44,0.0147,0.0115,0.001,0.0022
5340.4,29.4,11.2,6.3,2.62,31.47,60,208.065,268.065,6.21,17,1.44,0.0149,0.0115,0.0011,0.0023
5340.6,29.6,11.3,8.3,2.61,31.84,60,207.922,267.922,6.29,17,1.44,0.0186,0.0138,0.0014,0.0034
5340.8,29.8,11.4,3.1,2.62,40.09,60,207.922,267.922,6.42,17,1.44,0.0174,0.013,0.0013,0.0031
5341,30,11.5,4.8,2.61,46.56,60,207.922,267.922,6.82,17,1.44,0.0157,0.0121,0.0012,0.0024
5341.2,30.2,11.5,4.2,2.62,45.65,60,207.922,267.922,6.82,17,1.44,0.0144,0.0114,0.0009,0.0021
5341.4,30.4,11.7,6.7,2.61,48.47,60,207.922,267.922,6.64,17,1.44,0.0137,0.0109,0.0009,0.0019
5341.6,30.6,11.7,3.6,2.61,44.86,60,207.922,267.922,6.76,17,1.44,0.0136,0.0108,0.0009,0.0019
5341.8,30.8,11.8,5.8,2.61,49.81,60,207.922,267.922,6.67,17,1.44,0.0135,0.0108,0.0009,0.0018
5342,31,11.9,5.7,2.6,47.88,60,207.922,267.922,6.63,17,1.44,0.0131,0.0105,0.0009,0.0017
5342.2,31.2,12,4.7,2.6,47.38,60,207.922,267.922,6.75,17,1.44,0.0131,0.0105,0.0009,0.0017
5342.4,31.4,12.1,6.4,2.6,49.14,60,207.922,267.922,6.86,17,1.44,0.013,0.0105,0.0009,0.0016
5342.6,31.6,12.2,4.7,2.6,46.03,60,207.922,267.922,6.85,17,1.44,0.0134,0.0108,0.0009,0.0017
5342.8,31.8,12.2,4.5,2.6,47.55,60,207.922,267.922,6.84,17,1.44,0.0134,0.0108,0.0009,0.0017
5343,32,12.3,4.2,2.6,46.7,60,207.922,267.922,6.74,17,1.44,0.0129,0.0104,0.0009,0.0016
5343.2,32.2,12.4,4.3,2.6,46.35,60,207.922,267.922,6.62,17,1.44,0.0132,0.0106,0.001,0.0016
5343.4,32.4,12.5,6.4,2.59,47.87,60,207.922,267.922,6.65,17,1.44,0.0129,0.0104,0.0009,0.0016
5343.6,32.6,12.6,5.9,2.59,47.98,60,207.922,267.922,6.6,17,1.44,0.0133,0.0108,0.0009,0.0016
5343.8,32.8,12.7,4.9,2.59,48.98,60,207.922,267.922,6.75,17,1.44,0.0148,0.0117,0.0012,0.0019
5344,33,12.8,5.6,2.59,48.96,60,207.922,267.922,6.67,17,1.44,0.0135,0.0109,0.0009,0.0017
5344.2,33.2,12.9,5.5,2.58,49.67,60,207.922,267.922,6.6,17,1.44,0.0126,0.0102,0.0009,0.0015
5344.4,33.4,13,5.6,2.58,50.11,60,207.922,267.922,6.76,17,1.44,0.0131,0.0106,0.0009,0.0016
5344.6,33.6,13,4.4,2.58,47.36,60,207.922,267.922,6.89,17,1.44,0.0132,0.0107,0.0009,0.0016
5344.8,33.8,13.1,4.3,2.58,46.36,60,207.922,267.922,6.94,17,1.44,0.0138,0.0112,0.0009,0.0017
5345,34,13.2,4.3,2.58,46.95,60,207.922,267.922,6.75,17,1.44,0.0144,0.0118,0.0009,0.0017
5345.2,34.2,13.3,5.9,2.58,49.36,60,208.065,268.065,6.65,17,1.44,0.0149,0.0123,0.0009,0.0017
5345.4,34.4,13.3,4,2.58,49.07,60,207.922,267.922,6.93,17,1.44,0.0161,0.0135,0.0009,0.0017
5345.6,34.6,13.4,4.8,2.58,46.32,60,207.922,267.922,6.83,17,1.44,0.0155,0.0129,0.0009,0.0017
5345.8,34.8,13.5,3.5,2.58,51.18,60,207.922,267.922,6.75,17,1.44,0.0174,0.0136,0.0013,0.0025
5346,35,13.6,6.8,2.58,51.79,60,207.922,267.922,6.67,17,1.44,0.0181,0.0141,0.0014,0.0026
5346.2,35.2,13.7,6,2.57,46.56,60,207.922,267.922,6.75,17,1.44,0.0183,0.0142,0.0015,0.0026
5346.4,35.4,13.7,3.8,2.58,43.69,60,207.922,267.922,6.58,17,1.44,0.0157,0.0124,0.0012,0.0021
5346.6,35.6,13.8,2.5,2.58,49.91,60,208.065,268.065,6.63,17,1.44,0.0161,0.0127,0.0012,0.0022
5346.8,35.8,13.9,7.8,2.57,54.12,60,207.922,267.922,6.91,17,1.44,0.0177,0.0138,0.0015,0.0024
5347,36,14,3.4,2.58,43.22,60,207.922,267.922,6.71,17,1.44,0.0171,0.0135,0.0013,0.0023
5347.2,36.2,14,2.5,2.58,52.6,59,207.922,266.922,6.97,17,1.44,0.0167,0.0132,0.0012,0.0023
5347.4,36.4,14.1,8.1,2.57,55.21,60,207.922,267.922,6.64,17,1.44,0.0159,0.0125,0.0013,0.0021
5347.6,36.6,14.3,6.1,2.57,53.51,58,207.922,265.922,6.9,17,1.44,0.0164,0.0129,0.0013,0.0022
5347.8,36.8,14.3,4.5,2.57,42.03,60,207.922,267.922,6.52,17,1.44,0.0164,0.0129,0.0013,0.0022
5348,37,14.4,4.9,2.57,42.47,60,207.922,267.922,6.61,17,1.44,0.0156,0.0123,0.0012,0.0021
5348.2,37.2,14.5,4.7,2.57,36.24,60,207.922,267.922,6.43,17,1.44,0.015,0.012,0.0011,0.0019
5348.4,37.4,14.5,2.3,2.57,46.87,60,207.922,267.922,6.51,17,1.44,0.013,0.0106,0.0008,0.0016
5348.6,37.6,14.7,8,2.57,58.16,60,207.922,267.922,6.73,17,1.44,0.0131,0.0107,0.0008,0.0016
5348.8,37.8,14.7,5.1,2.56,51.33,60,207.922,267.922,6.52,17,1.44,0.0131,0.0107,0.0008,0.0016
5349,38,14.8,6,2.56,45.55,60,207.922,267.922,6.56,17,1.44,0.0129,0.0105,0.0008,0.0016
5349.2,38.2,14.9,4.3,2.56,49.21,60,207.922,267.922,6.5,17,1.44,0.0127,0.0105,0.0008,0.0014
5349.4,38.4,15,5.4,2.56,54.42,59,207.922,266.922,6.97,17,1.44,0.0112,0.0091,0.0008,0.0013
5349.6,38.6,15.1,5.5,2.56,43.16,59,207.922,266.922,6.75,17,1.44,0.0109,0.0089,0.0008,0.0012
5349.8,38.8,15.2,3.6,2.56,51.65,60,207.922,267.922,6.37,16,1.44,0.011,0.009,0.0008,0.0012
5350,39,15.3,6.1,2.56,59.57,60,207.922,267.922,6.83,17,1.44,0.0109,0.0088,0.0008,0.0013
5350.2,39.2,15.3,5.7,2.55,46.22,60,207.922,267.922,6.73,17,1.44,0.011,0.009,0.0008,0.0012
5350.4,39.4,15.4,3.5,2.56,47.73,60,207.922,267.922,6.83,17,1.44,0.0116,0.0095,0.0009,0.0012
5350.6,39.6,15.5,4.9,2.56,48.97,60,207.922,267.922,6.48,17,1.44,0.0126,0.0104,0.0007,0.0015
5350.8,39.8,15.6,4.9,2.56,57.3,60,207.922,267.922,6.56,17,1.44,0.0085,0.0067,0.0008,0.001
5351,40,15.7,8.7,2.55,58.12,60,207.922,267.922,6.64,17,1.44,0.0162,0.0128,0.0013,0.0021
5351.2,40.2,15.8,7,2.54,50.82,60,207.922,267.922,6.54,17,1.44,0.0113,0.0092,0.0009,0.0012
5351.4,40.4,15.9,4.4,2.54,48.28,60,207.922,267.922,6.73,17,1.44,0.0101,0.0081,0.0008,0.0012
5351.6,40.6,16,4.2,2.54,50.38,60,207.922,267.922,6.54,17,1.44,0.0103,0.0084,0.0007,0.0012
5351.8,40.8,16.1,5.7,2.54,49.56,60,207.922,267.922,6.84,17,1.44,0.0118,0.0096,0.0009,0.0013
5352,41,16.1,4.7,2.54,50.02,60,207.922,267.922,6.65,17,1.44,0.0116,0.0095,0.0008,0.0013
5352.2,41.2,16.2,3.9,2.54,49.8,60,207.922,267.922,6.42,17,1.44,0.0116,0.0094,0.0009,0.0013
5352.4,41.4,16.3,5.7,2.54,51.36,60,207.922,267.922,6.42,16,1.44,0.0106,0.0086,0.0008,0.0012
5352.6,41.6,16.4,7.9,2.53,50.83,60,208.065,268.065,6.38,16,1.44,0.0108,0.0088,0.0007,0.0013
5352.8,41.8,16.5,5.5,2.53,50.59,60,207.922,267.922,6.4,16,1.44,0.0108,0.0088,0.0009,0.0011
